sentence	label
江西上高一陶瓷厂发生煤气中毒事故 致4人遇难	1
五一，致敬劳动者	0
国网汉中供电局助力经济社会发展	0
洛阳人注意了!你还在喝小区自动售水机的水吗?央视都曝光了!	1
【第1133期】五峰好儿郎，回乡打造电商平台助乡亲致富_赵鹏	0
沪网红酒店 人均500的餐厅吃得上吐下泻	1
货车驾驶员自以为买了“神器” 没想到被扣完12分	1
“早、准、齐”建好 4G网络	0
杨玉经调研市属国有企业并召开座谈会	0
重庆通报6起扶贫领域腐败和作风问题典型案例_中共临汾市纪律检查...	1
兴化检察院形式多样开展法制宣传活动	0
【人民在我心】群众办理户口遇难题 户籍民警热心来解决	0
保安和警察对着干，还诬陷警察打人，原来是有人背后指使！	1
关爱老年人，温暖老人心	0
广西桂林市人防办原主任因受贿、贪污、滥用职权罪获刑	1
【惊呆】老公发微信问了一个问题，老婆如实回答，结果出事了	1
云南全面推进“旅游革命”，与脱贫攻坚、乡村振兴深度融合	0
洪水冲毁吊桥重建遇阻，政府回应：缺钱	1
衡水一中康保分校的三十六华里远足活动，衡中分校都很牛啊	0
薄熙来受贿、贪污、滥用职权案——全国微博直播大要...	1
这档电视节目火了!言辞犀利，直指官员不作为!深受百姓赞誉	0
“红色天使 热血先锋”被泰安市直机关工委评为优秀服务品牌	0
【初心】杨汉军:为民孺子牛 干事勇如狮	0
炙烤模式下，考验的就是意志、态度和责任感	0
鼓掌!常熟3位市民入选“苏州好人”榜!_搜狐社会_搜狐网	0
太原日报:山西焦煤集团税费领跑省属企业的背后:勇立潮头敢为先	0
桐庐县四举措大力开展砂石加工企业安全生产专项整治工作	0
仅用12个小时，高安交警破获交通肇事逃逸案	0
奇葩“碰瓷”没见过这么狠的，男子用刀片割伤自己，只为碰瓷小狗_主人	1
来沪男子刺伤妻子欲放火同归于尽：我打三份工养家，你却嫌我不体贴移	1
冬天健身要注意!广西一男子刚上跑步机10多分钟猝死，年仅35岁	1
昌九一体化系列经济民生政策铺开：购房就医 两地一体	0
一家5人出门，3人死在冰下……	1
私制爆炸物品2.5吨从何而来 海南侦破特大非法制贩爆炸物品案	0
请孙辉书记回答我们的问题	1
26岁网逃男子以为警察春节打烊不抓人 欲侥幸过海被南港铁警查获	1
三个月汇款三十多万 从未谋面女友要做生意要租房子要流产	1
我市文物局、神木市文体广电局荣获打击防范文物犯罪工作先进集体	0
【表彰】集团公司青年荣获广东省优秀团干部、广东省优秀共青团员	0
甘肃3人登1月“中国好人”榜 快看他们都是谁	0
广东医科大学附属第二医院-内科党总支开展“送医送药送温暖”慰问...	0
涉嫌走私变色龙 中国游客马达加斯加被捕	1
为挽救十亿条生命，两个年轻人坚持10年、尝试数万次，终发明黑科技，震撼世界!	0
北京：31家企业拖欠工资被曝光_劳动	1
就在今天，永城信号直达央视，展示芒砀山桐花盛景！	0
又一起惨剧!8岁姐姐带弟弟去公园玩，弟弟惨遭碾压不幸身亡…	1
“马大哈”遗落数千元现金 公交司机完璧归赵	0
大熊观影：男人为了家庭，加班140小时猝死，老板却一直推卸责任	1
惊险! 骑到一半，电动自行车突然烧成了火球……	1
纪委8次亮剑“灯下黑” 30年老同事先后落马	1
曾经两个月走烂两双鞋——“90后”殉职女干部王秋婷的扶贫点滴	0
用酱油瓶猛砸！不孝子当街毒打70岁母亲引众愤！	1
收废手机炼金被拘 哪些废品不能回收	1
佛山电台花生节，创世界记录，劲抽	0
农经资讯丨从“田园”到“校园”:贵州“校农结合”助力脱贫攻坚	0
堪称豆腐渣工程之最，墙轻轻一推就倒了，真的是纯豆腐渣工程	1
大庆市纪检监察_百湖清风	0
关键时刻是谁挽救了他，来看救援视频	0
日本一名医生被中国患者刺成重伤	1
家美佳宝钛家园店等两家超市散装蔬菜农药残留超标|家|美-宝鸡新闻...	1
解放军两型先进武装直升机近距特写欣赏 好厉害_搜狐军事_搜狐网	0
成都建国汽车集团建立“党员创新工作室” 推进非公企业基层党建	0
山西垣曲县县长麻军泽深入一线 调研督导交通安全管理工作	0
骑电瓶车被撞受了伤，崇明交警为啥还要判他主责？	1
南溪街道:创新管理 全力打造“智慧社区公共服务平...-南溪区门户网	0
曝光｜石家庄这5批次消毒餐具被抽检不合格	1
赵亮学校六位贫困生受到安徽商报的扶贫关爱	0
陆良一男子在水库垂钓，不慎失足落水遇难	1
洋县将对闯红灯、逆行、加装遮阳伞等行为整治曝光!	0
喜迎十九大 忠诚保平安	0
少女怀孕6个月才说 男友见无法堕胎杀她塞垃圾桶	1
> 济南铁通成立员工健身活动中心	0
济南一男子给货车贴罚单并动手打人：这条路我说了算！	1
以忠诚担当作为开创组织工作新局面——党的十八大以来益阳市组织工作成就综述	0
急诊室里看人生：一家三口发生车祸，被送往急诊室救治	1
长沙田方律师‖中国最牛死刑犯:枪毙当天发明专利 不仅免死刑还被高薪聘请	0
云龙桥一男子酒醉不慎掉进绵江河...	1
汇聚民声 建言献策 ——民盟九江市委会2018年第一次社情民意信息月活动	0
4岁儿童命丧斑马线前!事故原因竟然是……	1
实拍两妙龄女酒后撒泼砸饭馆 挑衅民警：绑我们	1
政府官微公然售假甚至招嫖 只是“临时工”在惹祸? - 上观..._汉丰网	1
女子裸贷发裸照后没收到钱反遭敲诈	1
世界读书日 书香防城港	0
南宁市江南区法院巧用新媒体提升司法服务水平	0
陕西地电打造一流配电网 打赢脱贫攻坚战	0
妻子女儿回家去旅馆洗澡 却引来父亲的暴力 女儿：你们离婚吧	1
加快轨道交通建设 强化合作实现共赢	0
甘泉小学承办邗江区小学科学名师工作室送教下乡活动	0
“抖音女网红遭割喉案”：前男友涉嫌故意杀人被起诉	1
山西成功集团回顾20年风雨路踏上未来新征程	0
真人视讯游戏：韩国 “萨德”基地警民冲突 多人受伤	1
跟着国家战略去旅行 保定特色旅游进入新时代(组图)	0
枣阳警方开展飓风扫毒 三天抓获8名吸贩毒人员	0
岚皋六口魔芋精粉场宰称，打人。	1
常州移动“村务通”助桃农销售水蜜桃	0
李先生投诉优客逸家	1
盛夏光年，碧海夕阳——记马来西亚仙本那潜水之旅	0
“维卡币”传销组织98人被诉，涉案金额150亿	1
中华联合财产保险股份有限公司江西分公司、王演机动车交通事故责任纠纷二审民事判决书	1
通告!阳江悬赏10万缉拿一男子	1
出事了!桂林90后小伙4万卖肾最后只剩5元钱!后悔也来不及了!	1
连续14年获评全国综治优秀省	0
蔡英文元旦升旗遇抗议 民众：枪毙蔡英文	1
妻子假离婚出国陪读 4年后复婚发现丈夫与别人生子	1
谁在青州丢了24k的金手镯!	0
自贡建成首批安全体验教室	0
帮朋友忙办信用卡被盗刷上银行黑名单 南京男子买房难	1
七旬老人10多年当义务维修工！村民们说：“和他住一道，是我们的福气！”_王信康	0
病态老板沉迷制服诱惑，在神父包庇下，利用员工满足私欲	1
[最美林业故事]5位老兵治沙18载建起17万亩绿色屏障	0
你好，凌晨四点的劳动者！乡宁的你是其中一员吗？	0
不要命了？套牌小汽车高速上多次“别”大货车！警方：查扣！	1
今早 康定城区三车连撞 出租车三厢变两厢	1
前b站游戏运营负责人高楠楠发文称陈睿报假案吞150万股份	1
婺源：醉酒抢夺班车方向盘	1
公安部交管局出手了！快递、外卖配送员逆行、闯红灯等违法行为将被...	0
安顺农商银行开展“不忘初心·牢记使命”主题警示教育活动	0
【诚信建设万里行·案例篇】“失信彩铃”让赔偿“骨头案”立刻执结(267)	1
发声亮剑 | 铸牢中华民族共同体意识	0
江苏江南农商行一支行行长受贿37万 因怕被查退还多笔贿金	1
妈妈心梗猝死家中，4岁儿子独自伴尸2天3宿“妈妈睡着了”更可怕的是...	1
桃源县农机局举办十九大精神学习培训班	0
达人专访最美环保达人——八旬老人十年的坚守	0
湖南衡阳人大常委会副主任朱玉萍坠楼身亡	1
句容开车人速看！交警大队“春雷行动”全面打响！	0
土野洋鲜果【长发及腰惹的祸?火锅店里，男子端起火锅，朝邻座女子脸...	1
全国文明城市里有你有我，我为幸福宝鸡点赞！	0
“1·24”开化大货车与小轿车相撞，五个关键话题，你必须知道!(视频)	1
女居士当街怒斥假和尚!太赞了……	0
旭辉集团董事长林中:看好中国的房地产行业	0
中学生深夜坠亡死因成谜警方拼命辟谣抓造谣者-诗歌库	1
都匀二中开展爱心助力高考系列活动	0
株洲一司机醉驾撞伤人负全责 保险公司追偿垫付的12万获支持_大湘...	1
兰州华夏医院太坑了，黑心高价费用半毛钱效果也没有！	1
男子因尿急 竟抢夺公交方向盘	1
囊谦县统战部 深入虫草采集区开展检查慰问工作	0
_孟建柱:奚晓明勾结司法掮客巨额受贿是司法界耻辱	1
军长部署抓捕叛变师长，单独提审却被灭口，杀手仍逍遥法外	1
骄傲！中国重大宣布，又打破了一项发达国家的技术垄断！	0
大一女生遭性侵后坠楼，凶手开车碾尸丧心病狂，撩妹狂魔劝你善良	1
上饶市国土资源局召开干部职工大会宣布主要领导调整决定	0
安平县开展餐饮油烟专项整治行动	0
甘肃5名村干部贪污被追究刑责	1
台湾货船遇险沉没 已救起5人10人仍下落不明	1
男子腰腹绑21台iphone腿缠344个cpu，入境深圳被查	1
"新春走基层|大山里的""第一书记""郭超华：点亮村民希望的篝火"	0
车主夜晚跑高速，将女友抱到驾驶座，一举一动被电子眼拍得很清楚	1
县公安局查处多起铝超标食品案件	1
渭源县公安局交警大队 利用“首阳山”采薇会伯夷叔齐 祭祀典礼开展交通安全宣传	0
慎识渣男:男子策划4个月杀妻骗保3000万_手机网易网	1
全市法院集中执行 涉劳动报酬案件	0
"21世纪豪车只认""llt""，不懂车的买""bba"""	1
鼓掌!常熟3位市民入选“苏州好人”榜!_搜狐社会_搜狐网	0
脏乱平房区截断采石北路	1
叙利亚政府军多地发动攻势 打死200多名极端分子	1
顺义女子照料残疾养父报答养育恩	0
同伴作伪证 逃逸改号牌 双双被拘!	1
河北邢台“黑校车”超载造成2死9伤，或与货车司机闯红灯有关	1
昨天，蓬安翻了两辆大货车，其中一司机当场死亡	1
优秀未检检察官初步形成品牌效应	0
闻集镇闻集村党总支、齐菜园村党总支获评“阜阳市2017年度五星级标准化党组织”	0
昌九一体化系列经济民生政策铺开：购房就医 两地一体	0
四铺镇五铺村出新招 党群连心更贴心	0
【五一我在岗】“五一”小长假，蜀黍忙什么	0
九江七中获得市第七届中小学、幼儿园艺术表演比赛中学器乐组、朗诵组第一名	0
烟台乡村旅游直通车游客爆满 活动持续到年底	0
暴雨致地下车库进水车辆被淹，法院这样判	1
前上海市检察院书记，侵吞20亿财产杀4名法官、警察灭口案......	1
"荆州城区大量共享单车被贴""李鬼""二维码！小心扫码""有坑""！_鲍聪"	1
[茶话古城]渭南村民获征地约定补偿98万 征迁办只付55万	1
不给钱为其投资生意 安康不孝儿殴打母亲被拘留|不|给钱-安康新闻_...	1
站长网播报：百度血友吧事件发酵微信应用号能一统江湖？05768	1
人民小学开展“国际助残日”主题班会活动	0
曾经两个月走烂两双鞋——“90后”殉职女干部王秋婷的扶贫点滴	0
阜宁“5.18”经贸洽谈会迎来“成人礼”  签约35个项目揽金53亿	0
以权谋私!山东副县长150次收21人钱财 受贿以“高雅”为借口 四处...	1
中国化工报 陕煤集团:新理念助力走进新时代--陕西煤业化工实业...	0
宣称普通饮料能治病大英县查处虚假宣传会销案	1
河南商丘这家无资质搅拌站是如何躲过重重监管？_商混	1
常州移动“村务通”助桃农销售水蜜桃	0
男子涉黑涉恶刑拘在逃警方悬赏10万抓他！！	1
六盘水巴西交警优质服务获辖区企业“点赞”	0
吴中区院法警大队成功处置一起群访事件_苏州市吴中区人民检察院	0
【祁连新闻】情洒祁连草原 共兴民族教育 ——山东滨州援青管理组为民族中学献爱心	0
南城重拳打击洪门湖“三无”船舶非法载客行为	0
組圖:香港一間找換店疑侵吞顧客30萬港元匯款	1
常州移动“村务通”助桃农销售水蜜桃	0
安全知识伴成长	0
女居士当街怒斥假和尚!太赞了……	0
哈尔滨话剧院带着7个演出节目走进哈四中校园	0
“快往医院开…”大连男子半夜刚上出租车就陷入昏迷！只因晚饭吃了几口这东西	1
内蒙古“巨贪”杨成林贪污受贿6亿 挪威首相祝贺_濮温新闻网	1
马拉松女跑者体力不支 网友：滚用得不恰当，应该是爬	0
陕铁职院强化办学特色塑造示范品牌引领行业创新发展	0
支书父子还想一手遮天	1
"随手拍 连心桥 〉""僵尸车""长期占道 你家楼下有吗？_处理"	1
分享：五月七日晚，长春三外国男子闹事	1
和老婆离完婚，从民政局出来，接到一电话，我悔得肠子都青了	1
山西成功集团回顾20年风雨路踏上未来新征程	0
太方便了!克拉玛依机场可以手机值机啦!	0
12.13警法小报|情侣吵架翻脸双双报警，相互举报对方是逃犯，结果惊呆…_李某经	1
哈尔滨话剧院带着7个演出节目走进哈四中校园	0
严惩治，保平安，彰显宁陕森林公安一流风采!	0
河北海兴后妈开水烫伤男童下体？警方：涉嫌虐待	1
【开车莫饮酒|西固大队查获一起醉驾】	1
发展循环经济 共建绿色陕南 ——第五届陕南绿色循环经济项目合作交流活动综述	0
常州移动“村务通”助桃农销售水蜜桃	0
周先生投诉联联周边游科技公司	1
央视《新闻联播》又聚焦沭阳啦，点赞花乡美丽乡村新生活!	0
莱州盗窃电动车电瓶大盗落网 作案15起涉案价值4000余元	1
新闻资讯：义乌华山黑心医院黑心骗子拿广大男患者的命根子开...	1
"浙江一卫计局长被查 妻子吹""枕边风""怂恿其受贿"	1
西藏日喀则市谢通门县发生3.1级地震	1
法拉利458追尾一辆敞篷奔驰，车主淡定下车：大不了就是赔钱呗	1
英拉大米渎职案审判内幕:9名法官仅1人认定无罪	1
天津站交警无人机成“网红”空中喊话治违法	0
河南多地开展牛羊肉市场专项整治 鹤壁多部门参与整治	0
借朋友保时捷闯红灯还玩漂移：就是突发奇想，网友：有钱任性	1
太原一水利设施渗漏  一夜灌满百亩人工湖	1
南通刑警获评全国反诈十大先进人物	0
法国斯特拉斯堡市中心发生枪击案	1
严惩治，保平安，彰显宁陕森林公安一流风采!	0
濮阳执行法官不出门，一网打尽“老赖”资产	0
香港抽血验-是儿子，婆婆不信非要我打掉。	1
村霸太过蛮横，女子甘愿吃亏也不要人帮，男子一脸凝重！	1
医联体“联”到家门口，每年全疆远程会诊量超过1万例	0
民警玩忽职守，漏掉重要线索，副所长也推卸责任，直接被撤职	1
太原市第四实验中学校组织学生观看《新闻联播》	0
少年报警称和同伴遭人围殴，真相背后是一条人命	1
福建长汀：猥亵儿童嫌疑人落网 被刑事拘留！	1
衡南警方破盗窃通信电缆案 当场缴获被盗电缆400余米_手机新浪网	0
酒驾出事故找人顶替骗保 赣榆警方查明真相抓获三人	1
"白人少女被刺伤 拒黑人医生诊治""你太脏了""_国际图文_看看新闻"	1
女司机开车太累，老乡帮忙无证驾驶	1
北交大实验室爆炸致3学生死亡事故 校长等12人被问责	1
衡南警方破盗窃通信电缆案 当场缴获被盗电缆400余米_手机新浪网	0
98年长江抗洪功臣，创造救灾奇迹，人们心中永远的英雄：董万瑞_搜狐军事_搜狐网	0
弟弟车祸身亡，女子霸占侄女33万赔偿金：怕她乱花	1
致敬新时代的劳动者	0
【执行手记】小编亲历:凌晨五点 执行在路上	0
栾川县公安局：网传学生扇老师耳光发生在夏季，已立案	1
刚果（金）东部一投票站警民冲突致2人丧生	1
巴厘岛被游客“抛弃”，美丽海滩全是垃圾，游客:看不下去了!!	1
这两位老师感动了中国！他们担得起今日所有的头条！| 特别关注	0
狠赞!深圳公安黑科技!大数据+dna技术找人，被拐23年也挡不住与父母再团聚!	0
女子侵吞公款2870万元 光名牌包就买了100多个	1
水田派出所：汤某、雷某无证驾驶被拘留！	1
再话礼贤下士的新中国上海市第一任市长陈毅	0
空军“红剑-2018”演习致力提升体系制胜能力	0
去年青岛因伤害死亡3151人，致死原因前5位是……	1
找师傅“盗窃致富”，带俩徒弟盗窃，师傅示范被抓	1
联社党委组织观看《厉害了，我的国》	0
湖南城管与交警“对掐”，反而是法治的利好	0
因港而兴！重大项目纷纷落户，阳逻三大园区竞相发展	0
苏广林 - 苏广林相关新闻_图片_视频_网友讨论_新闻_中华网	0
中国银行大同分行副行长挪用公款36万元 获刑20个月_财经国家周刊...	1
曝光点融债转，诚信失尽	1
市口腔医院开展“增强党员意识，自觉交纳党费”主题党日活动	0
收了22万“好处费”，兴业水利“蛀虫”被判刑3年，处罚金20万元！	1
发瘟!玉林某男子竟用二维码干这不要脸的事!	1
七旬老人10多年当义务维修工！村民们说：“和他住一道，是我们的福气！”_王信康	0
突发！中关村融科资讯中心楼顶着火	1
香港警方打击网购诈骗拘64人 涉案金额156万港元	1
六年内驾车致两人死亡 阳信一男子获刑并终生禁驾	1
加快转型升级 增强发展动力	0
武汉开发区永旺等商圈购物环境这么平安，原因请看这里	0
今早突发！唐白河大桥两小时发生三起交通事故！管制4小时！原因竟然是..._桥面	1
布碌仑华人自助餐锤杀惨案牵动人心 民代苦主同声	1
14岁女孩喝农药自杀:曾被打耳光威胁 父母怎么帮助孩子远离欺凌	1
延安破获20余起新闻敲诈案件 涉案金额达60余万元	0
又一个“黑油点”被查处!你平时有无帮衬呢?	1
大赞！庆阳这个县1日拘4人！重拳打老赖！	0
【阳光青年微课堂第十五期】新时代 致敬英雄	0
“雪亮工程”显威力，助力民警成功打掉一盗窃团伙	0
只为一堵墙 同小区业主大动干戈隔墙对骂	1
借我心血钱誓逝世要维权--陕西富平县资讯	1
南通家纺乘“互联网＋”东风华丽转身	0
快来围观！萍乡七中获央视关注	0
广州粤波医院耳科专不专业，专家揭露黑心坑人_久久资讯	1
南通家纺乘“互联网＋”东风华丽转身	0
十堰一老板非法吸金6000余万 150多人都被他害了	1
礼泉县2018年春季科级主体班圆满结班	0
苏州工业园区——湖东社区	0
嵩明召开“农村人居环境整治日”动员会	0
不到3年，它从全国贫困村“逆袭”成全国文明村!	0
国网汉中供电局助力经济社会发展	0
快来围观！萍乡七中获央视关注	0
快来围观！萍乡七中获央视关注	0
惊险！驴友登山被困百米悬崖， 6名消防员上演生命大营救	1
以忠诚担当作为开创组织工作新局面——党的十八大以来益阳市组织工作成就综述	0
渭源县公安局交警大队 全力保障“首阳山”采薇会伯夷叔齐 祭祀典礼期间道路交通安全	0
麻章交警抓获在逃肇事者清理积案受称赞	0
邻水二男子网上辱警被查处！	1
王小平:在纪委会工作10年经历风雨 没退缩勇往直前	0
西海岸新区高级职业技术学校校长张继军:“以产兴教、以教促产” ...	0
收银员找完零钱莫名其妙少了100元 这种骗局你要当心啦!	1
这个城市全面接轨上海！李强应勇会见鲁俊胡海峰率领的嘉兴党政团时提到这件大事	0
贪污受贿，父母受罪_贪官	1
12306信息泄漏 12306回应信息泄漏	1
【放大姜堰联盟经验  倡导社区应急互助】之一：泰州市爱心企业家联合会启动东康社...	0
又发福利啦!|通光优秀员工无锡之旅	0
高速公路飙车？不要命了	1
已有19人被捕!安陆人，你的老婆可能还在做…赶紧扩散	1
萍乡武功山万龙山乡社会扶贫app助力精准帮扶	0
重拳出击！兰州警方严厉打击套路贷 4人被刑事拘留	1
湖南省零陵区第十届人大代表、永州市交通运输局办公室主任吕...	0
一桩性丑闻揭开艺考培训乱象	1
【寻找美善浦口人】爬高30米，筋疲力尽，只为让轻生者重拾生活勇气！	0
陆川连续2起 大货车 翻车，疲惫驾驶?超载?还是超速?	1
“徒步开启小学梦，学习感悟成长路”--陈村恒星幼儿园携手南涌小学共同开展幼小衔接活动	0
公公给我12万彩礼，我家全要去，一点不留我，这真是卖女儿吗	1
黑河旅游形象展在中俄边境城市展览会大放异彩	0
借钱不成偷走好友电脑 取保候审期间跑路被刑拘 a05-法治-东方卫报	1
我县开展美丽岚皋清洁城乡环境卫生综合整治活动	0
小黄车又被告:至少遭9家公司起诉，多个城市的运维疑似停滞	1
华州区司法局:强化法律服务 助力精准扶贫 - 华州 - 渭南政法网	0
五一劳动节，康福健康产业集团向所有的劳动人民致敬!	0
触目惊心!贺兰109国道上一车辆发生自燃-企业堂	1
【2017年度劳模事迹专题】对自己严要求 对工作高要求 ——康雪仑	0
枣阳警方开展飓风扫毒 三天抓获8名吸贩毒人员	0
劳动节，致敬每一个为桐乡努力的人！	0
唐县川里镇的好儿媳—刘三丫	0
我校辩论队在西藏高校学生全民阅读知识辩论赛中首战告捷---西藏...	0
男子无证驾驶被查 嚣张反问交警“怎么了”？	1
维护路域环境，为苏州建设美丽宜居名城增添亮色	0
整治风暴来了!南宁交警正严查这两种行为，抓到当场就罚!	0
桐庐：通报3起形式主义、官僚主义典型问题	1
【校园风采】跳出韵律 舞出风采——城关小学举行首届校园文化艺术节集体舞比赛	0
捕鱼提现送金币:这个法官知法犯法大肆敛财 问题严重了	1
私制爆炸物品2.5吨从何而来 海南侦破特大非法制贩爆炸物品案	0
延安破获20余起新闻敲诈案件 涉案金额达60余万元	0
小学生被灯灼伤 校方回应忘关灯就能推卸责任吗?(2)	1
警察捣毁特大传销窝点 96 名传销人员被抓	0
国家非遗陆丰正字戏精品剧《妈祖》首登“妈祖故里”献演	0
开远这所学校获省级荣誉 ，荣誉背后的那些事让人感动 !	0
清涧县折家坪镇桃岭山村党支部书记张彦彪带领村民脱贫致富	0
南京供电公司主动服务大学校园线路改造	0
乘客携带充电宝起飞后突然起火 南航国际航班被迫返航	1
[长沙] 电力丨宁乡供电：微信“随手拍”，用电不用愁	0
“独派”在蔡办外抗议，要求“枪毙蔡英文”	1
白玛旺扎：市场就业成就人生梦想	0
恶意比价起争执 两摊主大打出手_手机网易网	1
不忘初心 牢记使命	0
榆阳区 举办残疾人 精准康复服务培训	0
4人车窗紧闭休息，发生一氧化碳中毒，不幸身亡	1
南宁城管开展水上执法 处置违法行为290次	0
黄果树中学老师强奸学生_百度知道	1
河津居民楼失火，都是电热毯惹的祸！家里都烧完了！_时候	1
关于昭通望海楼，那些你不知道的事！	0
邵阳市邮电局原局长把坐台小姐培养成公司老总 邵阳市委原主要领导秘书＂拉红线＂!	1
120万吨核废料排入海洋？美国提出强烈反对，提醒中方：应该阻止日本_处理	1
灾难片真人版！零下52度极寒席卷美国，有人在车库被冻死	1
产妇脐带脱垂！胎儿命悬一线！她们跪着“托”起新生命	0
女司机车位被霸占，500万宾利照砸不误，留下的话让车主无语	1
事发海口！12岁女生中学门口被一戴口罩男子拽走，几天无下落…丨海上夜闻·视听汇	1
东营市审计工作会议召开	0
[转载]创富汇通资质造假涉嫌集资诈骗投资上当小心了_1	1
杭州两驴友8日结伴去安吉登山赏雪至今未归	1
非法购买饲养暹罗鳄获刑	1
赌博网娱乐：铁路局原副局长的权钱交易：谁送钱工程就交给谁	1
贵州强降雨持续 累计逾142万人受灾-侯马市人民广播电台	1
厉害了!西安所学校入围全国中学强!(另附:西安北郊最热十展航...	0
石林北收费站:路域环境整治，我们在行动!	0
新时代文明实践，曲阜一村一特色村村不重样	0
又发福利啦!|通光优秀员工无锡之旅	0
汉阴警方为十余名受害农民工发放被追回的欠薪款近25万元	0
潮州凤塘镇一家印刷厂的老板被骗，竟然是假冒员工用微信诈骗	1
沃尔沃s60l高速80码追尾日产轩逸，车主：没有对比就没有伤害	1
曝360游戏高层震荡 页游手游总经理等4位均违规被去职 | 热点	1
山东姑娘遇车祸高位截瘫，坚持作画获国际艺术大奖！_s_yone	0
陕西省住建厅:创新举措推进危改 追赶超越示范全国	0
暴雨中降落失控 狮航载189人客机滑出跑道	1
烟台交警查处无证被调侃:你们怎么老抓着一个羊薅毛	1
【新时代司法为民好榜样】行政执法监督好榜样候选人:方韩玉	0
寻找身份证吴昌德	1
实名举报郑州天达汽车租赁公司用车抵押骗金钱 涉黑恶，暴力打砸...	1
福建龙岩中院一审判决劫持公交车恶性案件被告人死刑	1
用匠心 铸精品	0
西湖区城建局学习传达全省作风建设工作会议精神	0
西媒：越南“漂浮”住宅助防洪水袭击	0
沈阳市某盗窃团伙以送大米为借口踩点作案，嫌疑人已落网	1
申集镇一音乐老才子卖菜种子自食其力	0
央行将在山西开展失效居民身份证信息核查试点	0
广州两公司“美妆柜”著作权纠纷:法院二审改判，聚焦作品独创性	1
麻涌荣获全市2018年度领导班子工作优秀镇街第三，揽12项“单打冠军”！	0
太原日报:山西焦煤集团税费领跑省属企业的背后:勇立潮头敢为先	0
狠赞!深圳公安黑科技!大数据+dna技术找人，被拐23年也挡不住与父母再团聚!	0
【新时代司法为民好榜样】行政执法监督好榜样候选人:方韩玉	0
女子侵吞近500万元公款打赏男主播，理由：给自己带来快感！	1
揪心！梅州14岁少年遭恶伯母虐待7年	1
为什么停运不通知_投诉反馈_ 投诉直通车_华声在线	1
山寨“龙网”套路深:傍上传媒大亨 “普银币”仍在其平台交易	1
腾讯212事件刷爆网络 出现大量淫秽暴力视频(图) - 澳纽网编辑精选	1
村霸把持支书位置13年 这些手段将村子变独立王国	1
大雨暂歇 南京抢险救援一刻未停	0
我校2018年第二期道德讲堂开讲	0
桂林博爱医院坑骗患者太黑太缺德了_情感天空	1
收废手机炼金被拘 100个能打出1个金戒指	1
汉阴县公安局汉阳派出所：找准角色定位，推进派出所良性发展	0
邯郸永年区“时代广潮死亡事故涉嫌瞒报!-大鼻子财富[www.dbzzw.com]	1
西固区——以“12316”构建“五联”工作格局	0
好样的！瑞金公安抓获一名“江洋大盗”！	0
珲春市公安局破获密江乡“11.27”故意杀人案_工作	0
金融为实体经济输血助力	0
夫妻收废手机炼金 每吨能提取150克黄金	1
寻狗南关护城河附近丢失金毛  必有重谢	1
哥伦比亚：载有篮球队的大巴翻车 致13人死	1
台湾一特斯拉车主开启自动辅助驾驶睡着，高速撞毁两辆警车	1
汉阴警方为十余名受害农民工发放被追回的欠薪款近25万元	0
陈礼锋：脱下戎装换警服 誓言未忘心不改	0
网传有人抢运钞车被击毙 武汉警方称系车祸	1
法律何在，公平何在，权大于法_上海创动自动化科技有限公司	1
蔡英文元旦升旗遇抗议 岛内“独派”高呼:蔡下台	1
李平一线调研推进脱贫攻坚统揽农村经济发展工作-镇坪县人民政府	0
两车追尾司机被困，救援现场上演暖心一幕	0
投诉主题：东西丢失了没收到	1
东坡泡菜:一碟小菜创造身价百亿的神话	0
被刷屏的锦州附属一院直升机	0
宿舍饮酒致16岁男孩高位截瘫，许昌6名学生赔偿20多万元	1
劳动者:公交师傅们的一天...	0
孙洪发与齐中洪买卖合同纠纷一审民事判决书	1
货车在高速上“疯狂”逆行70公里 从甘肃逆行到四川	1
城市拥堵，曲靖交警做了些什么?小编带你看一看	0
顺义女子照料残疾养父报答养育恩	0
禁传销 反欺诈 柳州打击传销工作再掀起风暴	0
"app注册容易 注销难！你的个人信息将终生被""侵犯"""	1
案例分析：当家属拒绝医院施救时 医院该怎么办	1
【992 | 万象】跟着导航上高速，行驶一段时间后发现：在逆行！_越野车	1
北斗系统总师：卫星导航性能、服务进入增强时代	0
经营者违规排油烟城管当即责令整改 -珠江时报-数字报刊平台	0
「平安守护」固始警方成功捣毁一涉黄窝点	0
丹东港再传噩耗！26.9亿巨额资产被查封，短短半年已有4次违约	1
九江银行优化企业开户 客户第一 服务卓越	0
凉州区公安局宣武派出所破获一起伪造使用公司印章案	0
一名男子盗用他人身份多省市流窜入室盗窃	1
这个敬礼一点都不标准... 却超级暖心！	0
【决胜基本解决执行难】＂百日风暴＂进行时!覃塘法院联合出动百余人清除林木， 十余亩地如数归还申请人	0
揭阳某厂房突发大火烧了整整一夜，整栋大楼轰然倒塌！_火灾	1
西吉兴隆一砖厂被罚30万元，老板被拘留7日	1
阜宁“5.18”经贸洽谈会迎来“成人礼”  签约35个项目揽金53亿	0
安顺农商银行开展“不忘初心·牢记使命”主题警示教育活动	0
宾阳一男子非法窃取公民个人信息获刑律	1
“5.25”关爱心理 健康成长——一中开展了学生心理健康教育宣传周活动	0
德兴市政府信息公开 - 郭峰接访:关注民生 依法依规解决群众诉求	0
